file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20120117_www.nzherald.co.nz_e2d26048653a5baacec16d8d6ce2140a0aadcb05c4af0803b2625f06	3.13	1.59	90.35	42.86	28.57	85.71	103	6374	11	6	15	1
20120112_www.latimes.com_a3c4f7092044d8d4a9fc93264445da7fd27088e47318ea679d881db6	15.85	8.70	89.26	0.00	0.00	0.00	582	6110	70	0	5	13
20120112_www.google.com_2dfbec827e0f441c89fcc448d891770f6e5730f6b1554e1c6dc49cca	56.30	39.53	97.74	90.91	90.91	90.91	389	595	9	10	1	1
20120112_www.businessweek.com_1151af0dcad3cda5773eb2d1d26cf0e3ac2ebb5f8f34a99434129516	14.79	8.18	76.47	0.00	0.00	0.00	260	2917	80	0	6	8
20120117_www.guardian.co.uk_5977a9e5cd21e538685d6a42680a0a2c40e8315ae224dd8784d005de	20.80	11.65	96.75	35.71	22.39	88.24	805	6104	27	15	52	2
20120112_www.azfamily.com_901416d2d30deb043a1da49860792aee2db6df9ed7892be62b8290ce	17.18	9.50	89.32	30.77	25.00	40.00	594	5658	71	8	24	12
20111215_www.squidcard.com_714e53ab0bff1684b6fbd242c45b85b57564ef44e5d5b1f25609b3ea	45.40	30.45	89.21	0.00	0.00	0.00	306	699	37	0	3	13
20120117_m.smh.com.au_57f2c0b04d678f4c82e7fd29ffe36fde93311599c23e007af0365532	65.29	48.92	98.14	94.44	100.00	89.47	476	497	9	17	0	2
20111215_www.guardian.co.uk_ec041a3edeca458419db6cb4dde71cd7452e42dc8b4433092b0e1db8	19.61	10.92	96.23	54.55	41.38	80.00	664	5418	26	12	17	3
20120112_www.thelocal.de_ddaee297447b9afccf5dd65b59635271f32f2332c1f35f99f6fff576	10.59	5.65	85.29	0.00	0.00	0.00	342	5713	59	0	28	13
20120112_www.dailymail.co.uk_c7d3f6443d15e3e8b751d734c063d919bf90ddb5735ceab36b6a1320	11.84	6.37	84.58	0.00	0.00	0.00	669	9840	122	0	43	29
20111215_www.google.com_8ad4138167b471c61549e62de2da82f1caf9d6fdebd33c02afb27c70	55.00	38.32	97.37	88.24	88.24	88.24	407	655	11	15	2	2
20120112_www.latimes.com_7813a9736252189070abfda11663cf03ebfbce16d4fac270cf184c58	7.84	4.11	85.37	0.00	0.00	0.00	251	5862	43	0	3	7
20111215_www.foxnews.com_8c8755e6e6cf31b8ddad1ada9085a3089802a05e23e37b0e8316b1a4	18.67	10.38	92.70	51.43	40.91	69.23	419	3618	33	9	13	4
20120112_www.torontosun.com_f2a19d5b2abbc3b13069721457c368493c5bd5ffafaa0a8ddd6b7d87	7.66	4.00	91.95	34.15	21.88	77.78	160	3842	14	7	25	2
20120112_www.nytimes.com_061e77b36ba562f36887601596fba176227c5e11001bfd4cda5dc993	33.77	20.56	94.41	91.43	94.12	88.89	642	2480	38	16	1	2
20111215_www.foxnews.com_df946aceb02b3f5fdf45cf23aaa92a1e8c0eff450eac22c459ff5243	11.63	6.21	92.80	48.00	37.50	66.67	232	3506	18	6	10	3
20120112_www.bbc.co.uk_fed2d4456144c04c9622e239524c1ee8eae2fdce2f3436eabad141bb	23.30	13.40	89.23	64.00	59.26	69.57	588	3800	71	16	11	7
20120117_www.mirror.co.uk_b9d91e8cabba8832ceed69fd1edbc73b1c204ba6dfd9df89ce4260b4	6.27	3.25	92.09	60.87	53.85	70.00	233	6947	20	7	6	3
20111215_www.google.com_cdb26ea5a65abb028b8670a95d873fd0db5b7494bc03a29153cfabed	56.04	39.25	97.96	90.91	90.91	90.91	385	596	8	10	1	1
20120117_www.thesun.co.uk_97b33a3732d80d84c9fef2b7e6c733d7b91a132347f3e9044f35f397	21.23	11.92	96.96	85.71	83.33	88.24	415	3066	13	15	3	2
20120112_medicalxpress.com_dca594b0d3bee481b3ace56bdba6f1d55f4bf62c2e78aad13f2121be	23.16	13.36	86.75	27.03	17.24	62.50	609	3948	93	5	24	3
20120117_www.timeslive.co.za_a0912f9c500faf06ce1cf62da98d19dae1797e191b8de15189394c0b	14.73	7.99	93.76	86.49	88.89	84.21	556	6401	37	16	2	3
20120112_www.myfoxorlando.com_5316e9995f47bf3b13faa028459b28a6bb73c30e4d3c3475ed6a8a4a	35.96	21.98	98.69	72.41	60.00	91.30	902	3201	12	21	14	2
20120117_www.stuff.co.nz_b0d183e283e09133e68cbc1853155aaff77a5a2dace064eaa1c3ff00	13.21	7.10	95.00	30.00	18.37	81.82	285	3729	15	9	40	2
20111215_au.news.yahoo.com_7ba45c98f6335a1c593e17752672e5ec5d561d1fbff35cd41648ffa7	26.08	15.04	97.95	85.71	80.77	91.30	716	4044	15	21	5	2
