file	F	P	R	F.tag	P.tag	R.tag	TP	FP	FN	TP.tag	FP.tag	FN.tag
20111121_www.biolog.pl_2ade212bc82e82a76476f5f29a512c058df6dc2e0b8ade7a83bc03b4	45.31	30.63	87.00	43.24	30.77	72.73	676	1531	101	8	18	3
20120106_www.rp.pl_0c673e6f222d11a2e838ee625217077fdbd48353bf73ad3d4ff6ff47	9.37	4.94	89.43	14.29	14.29	14.29	237	4558	28	1	6	6
20111207_www.zdrowiutko.info_087d4f5b87f18f340f945c2381b1f770980d4e67243a71d8e30f1226	55.54	40.53	88.22	11.32	23.08	7.50	1333	1956	178	3	10	37
20120106_www.rp.pl_87b41a343a5891e3c9ba79f511476dd8a1a5859be4859218f996efb1	4.47	2.29	83.80	72.73	80.00	66.67	119	5069	23	4	1	2
20120105_www.we-dwoje.pl_926ce8349054293493da8a61bd2041e0c36f2abac6d0751bb84d3d83	8.92	6.03	17.11	4.08	33.33	2.17	199	3102	964	1	2	45
20120105_zdrowie.gazeta.pl_5ba6b4f0584451b718626dd5af8372ef000f9244559fe89aca9afb48	17.85	9.99	84.09	0.00	0.00	0.00	370	3335	70	0	5	23
20111121_www.we-dwoje.pl_b6ff475c3cc514dda41564996e90eaa2bd880fbb82d755202d6ecb39	22.11	12.71	84.78	12.50	50.00	7.14	490	3364	88	1	1	13
20120106_www.nto.pl_0888d1dc0bf462de69f294c63c6d4d500252fdd703ec530bab861c25	37.98	23.96	91.50	8.33	6.49	11.63	2068	6562	192	5	72	38
20111121_www.we-dwoje.pl_590fe2663d5fb205f7b17d24b1ae2adfda99081a33566895def4fd99	6.33	3.51	32.19	11.76	33.33	7.14	122	3352	257	1	2	13
20120104_www.rmf24.pl_39c9c81d1e09f7d3628fac5e3cd02e18e3a5a414273b98a8966f1dba	7.40	3.86	86.93	17.02	10.00	57.14	246	6124	37	4	36	3
20120102_www.zdrowiutko.info_e27d03de8919e03776148ffc1b103c76713a9d251993abc06963b75a	36.79	23.62	83.12	14.81	22.22	11.11	522	1688	106	2	7	16
20120105_www.we-dwoje.pl_a34f720362e69f95128b20da89e6b87e248575d82e80acd0c12e41ad	25.97	15.33	84.98	0.00	0.00	0.00	543	3000	96	0	2	15
